date,ticker,price
2026-06-23,TICK0083,261.26
2026-06-23,TICK0084,78.81
2026-06-23,TICK0085,485.84
2026-06-23,TICK0086,106.03
2026-06-23,TICK0087,166.97
2026-06-23,TICK0088,491.33
2026-06-23,TICK0089,237.04
2026-06-23,TICK0090,298.45
2026-06-23,TICK0091,167.31
2026-06-23,TICK0092,435.12
2026-06-23,TICK0093,117.97
2026-06-23,TICK0094,29.22
2026-06-23,TICK0095,96.77
2026-06-23,TICK0096,47.49
2026-06-23,TICK0097,270.21
2026-06-23,TICK0098,179.2
2026-06-23,TICK0099,89.23
2026-06-23,TICK0100,430.94
2026-06-23,TICK0101,374.17
2026-06-23,TICK0102,295.46
2026-06-23,TICK0103,381.57
2026-06-23,TICK0104,291.38
2026-06-23,TICK0105,352.56
2026-06-23,TICK0106,210.66
2026-06-23,TICK0107,134.77
2026-06-23,TICK0108,449.35
2026-06-23,TICK0109,343.17
2026-06-23,TICK0110,40.36
2026-06-23,TICK0111,415.73
2026-06-23,TICK0112,183.75
2026-06-23,TICK0113,197.02
2026-06-23,TICK0114,201.69
2026-06-23,TICK0115,207.87
2026-06-23,TICK0116,216.52
2026-06-23,TICK0117,216.65
2026-06-23,TICK0118,160.34
2026-06-23,TICK0119,133.77
2026-06-23,TICK0120,418.99
2026-06-23,TICK0121,187.0
2026-06-23,TICK0122,10.0
2026-06-23,TICK0123,172.53
2026-06-23,TICK0124,148.47
2026-06-23,TICK0125,43.02
2026-06-23,TICK0126,456.35
2026-06-23,TICK0127,180.61
2026-06-23,TICK0128,228.04
2026-06-23,TICK0129,107.3
2026-06-23,TICK0130,416.29
2026-06-23,TICK0131,216.48
2026-06-23,TICK0132,17.83
2026-06-23,TICK0133,82.16
2026-06-23,TICK0134,501.71
2026-06-23,TICK0135,347.54
2026-06-23,TICK0136,383.23
2026-06-23,TICK0137,142.97
2026-06-23,TICK0138,352.06
2026-06-23,TICK0139,53.44
2026-06-23,TICK0140,375.31
2026-06-23,TICK0141,14.44
2026-06-23,TICK0142,467.51
2026-06-23,TICK0143,64.69
2026-06-23,TICK0144,325.47
2026-06-23,TICK0145,278.66
2026-06-23,TICK0146,416.07
2026-06-23,TICK0147,451.01
2026-06-23,TICK0148,391.33
2026-06-23,TICK0149,483.21
2026-06-23,TICK0150,272.07
2026-06-23,TICK0151,400.21
2026-06-23,TICK0152,274.79
2026-06-23,TICK0153,125.89
2026-06-23,TICK0154,18.52
2026-06-23,TICK0155,277.03
2026-06-23,TICK0156,247.48
2026-06-23,TICK0157,357.32
2026-06-23,TICK0158,48.47
2026-06-23,TICK0159,283.3
2026-06-23,TICK0160,68.66
2026-06-23,TICK0161,362.52
2026-06-23,TICK0162,361.5
2026-06-23,TICK0163,374.76
2026-06-23,TICK0164,279.86
2026-06-23,TICK0165,495.4
2026-06-23,TICK0166,471.61
2026-06-23,TICK0167,263.75
2026-06-23,TICK0168,362.58
2026-06-23,TICK0169,374.34
2026-06-23,TICK0170,305.58
2026-06-23,TICK0171,347.45
2026-06-23,TICK0172,387.71
2026-06-23,TICK0173,242.23
2026-06-23,TICK0174,52.58
2026-06-23,TICK0175,57.45
2026-06-23,TICK0176,307.18
2026-06-23,TICK0177,465.32
2026-06-23,TICK0178,54.97
2026-06-23,TICK0179,159.42
2026-06-23,TICK0180,378.62
2026-06-23,TICK0181,403.92
2026-06-23,TICK0182,330.34
2026-06-23,TICK0183,455.39
2026-06-23,TICK0184,395.68
2026-06-23,TICK0185,289.88
2026-06-23,TICK0186,227.02
2026-06-23,TICK0187,219.57
2026-06-23,TICK0188,476.53
2026-06-23,TICK0189,93.08
2026-06-23,TICK0190,39.53
2026-06-23,TICK0191,147.18
2026-06-23,TICK0192,321.2
2026-06-23,TICK0193,308.51
2026-06-23,TICK0194,489.5
2026-06-23,TICK0195,10.65
2026-06-23,TICK0196,328.14
2026-06-23,TICK0197,187.61
2026-06-23,TICK0198,188.41
2026-06-23,TICK0199,156.06
2026-06-23,TICK0200,463.4
2026-06-24,TICK0001,191.28
2026-06-24,TICK0002,452.92
2026-06-24,TICK0003,373.91
2026-06-24,TICK0004,62.18
2026-06-24,TICK0005,316.69
2026-06-24,TICK0006,50.92
2026-06-24,TICK0007,475.36
2026-06-24,TICK0008,402.74
2026-06-24,TICK0009,208.42
2026-06-24,TICK0010,300.61
2026-06-24,TICK0011,437.92
2026-06-24,TICK0012,411.39
2026-06-24,TICK0013,243.46
2026-06-24,TICK0014,434.23
2026-06-24,TICK0015,439.78
2026-06-24,TICK0016,345.88
2026-06-24,TICK0017,55.31
2026-06-24,TICK0018,278.09
2026-06-24,TICK0019,484.63
2026-06-24,TICK0020,173.97
2026-06-24,TICK0021,246.52
2026-06-24,TICK0022,229.99
2026-06-24,TICK0023,434.89
2026-06-24,TICK0024,193.29
2026-06-24,TICK0025,329.59
2026-06-24,TICK0026,397.99
2026-06-24,TICK0027,470.41
2026-06-24,TICK0028,62.0
2026-06-24,TICK0029,125.69
2026-06-24,TICK0030,443.85
2026-06-24,TICK0031,157.09
2026-06-24,TICK0032,25.33
2026-06-24,TICK0033,388.78
2026-06-24,TICK0034,419.04
2026-06-24,TICK0035,240.4
2026-06-24,TICK0036,403.99
2026-06-24,TICK0037,108.34
2026-06-24,TICK0038,389.84
2026-06-24,TICK0039,479.39
2026-06-24,TICK0040,305.32
2026-06-24,TICK0041,491.53
2026-06-24,TICK0042,476.63
2026-06-24,TICK0043,462.41
2026-06-24,TICK0044,253.93
2026-06-24,TICK0045,19.43
2026-06-24,TICK0046,263.24
2026-06-24,TICK0047,404.88
2026-06-24,TICK0048,366.17
2026-06-24,TICK0049,461.43
2026-06-24,TICK0050,365.3
2026-06-24,TICK0051,230.52
2026-06-24,TICK0052,275.72
2026-06-24,TICK0053,41.41
2026-06-24,TICK0054,325.05
2026-06-24,TICK0055,424.89
2026-06-24,TICK0056,417.22
2026-06-24,TICK0057,381.61
2026-06-24,TICK0058,212.82
2026-06-24,TICK0059,302.19
2026-06-24,TICK0060,340.56
2026-06-24,TICK0061,68.98
2026-06-24,TICK0062,43.48
2026-06-24,TICK0063,271.27
2026-06-24,TICK0064,435.9
2026-06-24,TICK0065,430.71
2026-06-24,TICK0066,41.67
2026-06-24,TICK0067,423.19
2026-06-24,TICK0068,366.85
2026-06-24,TICK0069,79.39
2026-06-24,TICK0070,143.67
2026-06-24,TICK0071,138.23
2026-06-24,TICK0072,317.18
2026-06-24,TICK0073,203.59
2026-06-24,TICK0074,101.95
2026-06-24,TICK0075,190.98
2026-06-24,TICK0076,498.66
2026-06-24,TICK0077,340.35
2026-06-24,TICK0078,146.1
2026-06-24,TICK0079,161.19
2026-06-24,TICK0080,54.85
2026-06-24,TICK0081,404.09
2026-06-24,TICK0082,261.71
2026-06-24,TICK0083,262.98
2026-06-24,TICK0084,79.6
2026-06-24,TICK0085,481.86
2026-06-24,TICK0086,106.79
2026-06-24,TICK0087,165.48
2026-06-24,TICK0088,489.63
2026-06-24,TICK0089,241.25
2026-06-24,TICK0090,297.84
2026-06-24,TICK0091,165.44
2026-06-24,TICK0092,422.63
2026-06-24,TICK0093,117.23
2026-06-24,TICK0094,28.93
2026-06-24,TICK0095,96.08
2026-06-24,TICK0096,47.22
2026-06-24,TICK0097,262.77
2026-06-24,TICK0098,184.31
2026-06-24,TICK0099,89.32
2026-06-24,TICK0100,433.11
2026-06-24,TICK0101,367.63
2026-06-24,TICK0102,295.35
2026-06-24,TICK0103,380.67
2026-06-24,TICK0104,294.55
2026-06-24,TICK0105,345.67
2026-06-24,TICK0106,208.38
2026-06-24,TICK0107,134.19
2026-06-24,TICK0108,449.44
2026-06-24,TICK0109,347.4
2026-06-24,TICK0110,40.45
2026-06-24,TICK0111,410.63
2026-06-24,TICK0112,187.6
2026-06-24,TICK0113,197.62
2026-06-24,TICK0114,201.08
2026-06-24,TICK0115,207.93
2026-06-24,TICK0116,224.72
2026-06-24,TICK0117,217.34
2026-06-24,TICK0118,162.14
2026-06-24,TICK0119,132.62
2026-06-24,TICK0120,416.6
2026-06-24,TICK0121,183.52
2026-06-24,TICK0122,10.09
2026-06-24,TICK0123,170.52
2026-06-24,TICK0124,144.93
2026-06-24,TICK0125,42.31
2026-06-24,TICK0126,454.96
2026-06-24,TICK0127,180.05
2026-06-24,TICK0128,226.93
2026-06-24,TICK0129,104.31
2026-06-24,TICK0130,411.53
2026-06-24,TICK0131,214.73
2026-06-24,TICK0132,17.94
2026-06-24,TICK0133,81.73
2026-06-24,TICK0134,508.48
2026-06-24,TICK0135,348.12
2026-06-24,TICK0136,382.38
2026-06-24,TICK0137,144.29
2026-06-24,TICK0138,352.18
2026-06-24,TICK0139,52.72
2026-06-24,TICK0140,372.96
2026-06-24,TICK0141,14.24
2026-06-24,TICK0142,472.62
2026-06-24,TICK0143,64.11
2026-06-24,TICK0144,316.02
2026-06-24,TICK0145,277.39
2026-06-24,TICK0146,420.88
2026-06-24,TICK0147,446.08
2026-06-24,TICK0148,395.91
2026-06-24,TICK0149,489.53
2026-06-24,TICK0150,272.77
2026-06-24,TICK0151,402.78
2026-06-24,TICK0152,270.97
2026-06-24,TICK0153,122.88
2026-06-24,TICK0154,18.55
2026-06-24,TICK0155,273.65
2026-06-24,TICK0156,235.74
2026-06-24,TICK0157,355.59
2026-06-24,TICK0158,48.38
2026-06-24,TICK0159,281.26
2026-06-24,TICK0160,67.52
2026-06-24,TICK0161,357.93
2026-06-24,TICK0162,354.04
2026-06-24,TICK0163,380.3
2026-06-24,TICK0164,288.49
2026-06-24,TICK0165,482.12
2026-06-24,TICK0166,479.04
2026-06-24,TICK0167,259.74
2026-06-24,TICK0168,359.07
2026-06-24,TICK0169,371.31
2026-06-24,TICK0170,309.43
2026-06-24,TICK0171,349.56
2026-06-24,TICK0172,383.02
2026-06-24,TICK0173,244.32
2026-06-24,TICK0174,53.53
2026-06-24,TICK0175,57.5
2026-06-24,TICK0176,297.2
2026-06-24,TICK0177,462.65
2026-06-24,TICK0178,54.81
2026-06-24,TICK0179,156.56
2026-06-24,TICK0180,370.16
2026-06-24,TICK0181,396.85
2026-06-24,TICK0182,332.34
2026-06-24,TICK0183,448.32
2026-06-24,TICK0184,403.82
2026-06-24,TICK0185,274.55
2026-06-24,TICK0186,225.01
2026-06-24,TICK0187,221.98
2026-06-24,TICK0188,465.02
2026-06-24,TICK0189,94.07
2026-06-24,TICK0190,40.03
2026-06-24,TICK0191,146.81
2026-06-24,TICK0192,326.48
2026-06-24,TICK0193,304.42
2026-06-24,TICK0194,495.54
2026-06-24,TICK0195,10.48
2026-06-24,TICK0196,332.95
2026-06-24,TICK0197,183.87
2026-06-24,TICK0198,189.35
2026-06-24,TICK0199,157.15
2026-06-24,TICK0200,460.91
2026-06-25,TICK0001,192.12
2026-06-25,TICK0002,454.43
2026-06-25,TICK0003,368.17
2026-06-25,TICK0004,62.47
2026-06-25,TICK0005,314.41
2026-06-25,TICK0006,52.36
2026-06-25,TICK0007,472.22
2026-06-25,TICK0008,398.15
2026-06-25,TICK0009,209.45
2026-06-25,TICK0010,307.82
2026-06-25,TICK0011,435.33
2026-06-25,TICK0012,402.53
2026-06-25,TICK0013,243.11
2026-06-25,TICK0014,431.38
2026-06-25,TICK0015,436.66
2026-06-25,TICK0016,345.37
2026-06-25,TICK0017,54.96
2026-06-25,TICK0018,275.38
2026-06-25,TICK0019,483.86
2026-06-25,TICK0020,175.65
2026-06-25,TICK0021,245.82
2026-06-25,TICK0022,220.73
2026-06-25,TICK0023,440.41
2026-06-25,TICK0024,189.62
2026-06-25,TICK0025,337.67
2026-06-25,TICK0026,394.33
2026-06-25,TICK0027,467.22
2026-06-25,TICK0028,61.08
2026-06-25,TICK0029,124.14
2026-06-25,TICK0030,451.04
2026-06-25,TICK0031,152.85
2026-06-25,TICK0032,25.3
2026-06-25,TICK0033,387.33
2026-06-25,TICK0034,430.04
2026-06-25,TICK0035,243.33
2026-06-25,TICK0036,413.17
2026-06-25,TICK0037,110.1
2026-06-25,TICK0038,389.04
2026-06-25,TICK0039,478.12
2026-06-25,TICK0040,302.17
2026-06-25,TICK0041,481.04
2026-06-25,TICK0042,477.93
2026-06-25,TICK0043,459.83
2026-06-25,TICK0044,249.37
2026-06-25,TICK0045,19.46
2026-06-25,TICK0046,271.25
2026-06-25,TICK0047,408.34
2026-06-25,TICK0048,373.04
2026-06-25,TICK0049,458.38
2026-06-25,TICK0050,359.12
2026-06-25,TICK0051,231.27
2026-06-25,TICK0052,279.06
2026-06-25,TICK0053,41.02
2026-06-25,TICK0054,325.44
2026-06-25,TICK0055,423.04
2026-06-25,TICK0056,418.09
2026-06-25,TICK0057,385.46
2026-06-25,TICK0058,214.5
2026-06-25,TICK0059,301.32
2026-06-25,TICK0060,329.63
2026-06-25,TICK0061,69.88
2026-06-25,TICK0062,44.12
2026-06-25,TICK0063,277.72
2026-06-25,TICK0064,437.75
2026-06-25,TICK0065,445.87
2026-06-25,TICK0066,40.49
2026-06-25,TICK0067,415.94
2026-06-25,TICK0068,367.41
2026-06-25,TICK0069,80.69
2026-06-25,TICK0070,141.03
2026-06-25,TICK0071,137.71
2026-06-25,TICK0072,314.19
2026-06-25,TICK0073,203.94
2026-06-25,TICK0074,97.98
2026-06-25,TICK0075,189.3
2026-06-25,TICK0076,502.18
2026-06-25,TICK0077,346.09
2026-06-25,TICK0078,146.2
2026-06-25,TICK0079,160.71
2026-06-25,TICK0080,54.22
2026-06-25,TICK0081,409.21
2026-06-25,TICK0082,263.66
2026-06-25,TICK0083,259.96
2026-06-25,TICK0084,80.64
2026-06-25,TICK0085,480.55
2026-06-25,TICK0086,107.12
2026-06-25,TICK0087,163.0
2026-06-25,TICK0088,489.44
2026-06-25,TICK0089,243.32
2026-06-25,TICK0090,297.57
2026-06-25,TICK0091,164.52
2026-06-25,TICK0092,420.94
2026-06-25,TICK0093,117.92
2026-06-25,TICK0094,29.06
2026-06-25,TICK0095,98.16
2026-06-25,TICK0096,47.94
2026-06-25,TICK0097,265.89
2026-06-25,TICK0098,185.89
2026-06-25,TICK0099,91.65
2026-06-25,TICK0100,444.6
2026-06-25,TICK0101,375.13
2026-06-25,TICK0102,287.74
2026-06-25,TICK0103,376.15
2026-06-25,TICK0104,304.69
2026-06-25,TICK0105,341.55
2026-06-25,TICK0106,209.14
2026-06-25,TICK0107,135.44
2026-06-25,TICK0108,441.56
2026-06-25,TICK0109,345.52
2026-06-25,TICK0110,40.41
2026-06-25,TICK0111,417.46
2026-06-25,TICK0112,188.89
2026-06-25,TICK0113,195.5
2026-06-25,TICK0114,202.62
2026-06-25,TICK0115,209.22
2026-06-25,TICK0116,218.56
2026-06-25,TICK0117,212.53
2026-06-25,TICK0118,159.77
2026-06-25,TICK0119,131.89
2026-06-25,TICK0120,417.8
2026-06-25,TICK0121,176.06
2026-06-25,TICK0122,10.14
2026-06-25,TICK0123,171.16
2026-06-25,TICK0124,142.32
2026-06-25,TICK0125,41.43
2026-06-25,TICK0126,452.52
2026-06-25,TICK0127,183.31
2026-06-25,TICK0128,230.25
2026-06-25,TICK0129,104.97
2026-06-25,TICK0130,401.19
2026-06-25,TICK0131,220.2
2026-06-25,TICK0132,17.74
2026-06-25,TICK0133,81.24
2026-06-25,TICK0134,508.1
2026-06-25,TICK0135,348.99
2026-06-25,TICK0136,379.68
2026-06-25,TICK0137,142.86
2026-06-25,TICK0138,343.95
2026-06-25,TICK0139,52.43
2026-06-25,TICK0140,364.73
2026-06-25,TICK0141,14.47
2026-06-25,TICK0142,474.32
2026-06-25,TICK0143,64.67
2026-06-25,TICK0144,314.42
2026-06-25,TICK0145,272.14
2026-06-25,TICK0146,412.16
2026-06-25,TICK0147,445.84
2026-06-25,TICK0148,389.81
2026-06-25,TICK0149,486.73
2026-06-25,TICK0150,271.69
2026-06-25,TICK0151,406.73
2026-06-25,TICK0152,272.02
2026-06-25,TICK0153,120.57
2026-06-25,TICK0154,18.84
2026-06-25,TICK0155,276.1
2026-06-25,TICK0156,236.77
2026-06-25,TICK0157,352.06
2026-06-25,TICK0158,49.23
2026-06-25,TICK0159,284.98
2026-06-25,TICK0160,68.21
2026-06-25,TICK0161,355.3
2026-06-25,TICK0162,353.07
2026-06-25,TICK0163,380.85
2026-06-25,TICK0164,289.22
2026-06-25,TICK0165,477.41
2026-06-25,TICK0166,481.54
2026-06-25,TICK0167,260.76
2026-06-25,TICK0168,356.05
2026-06-25,TICK0169,364.98
2026-06-25,TICK0170,314.87
2026-06-25,TICK0171,353.18
2026-06-25,TICK0172,389.37
2026-06-25,TICK0173,247.17
2026-06-25,TICK0174,52.92
2026-06-25,TICK0175,57.31
2026-06-25,TICK0176,294.14
2026-06-25,TICK0177,441.43
2026-06-25,TICK0178,54.79
2026-06-25,TICK0179,153.28
2026-06-25,TICK0180,366.09
2026-06-25,TICK0181,405.56
2026-06-25,TICK0182,338.23
2026-06-25,TICK0183,446.87
2026-06-25,TICK0184,408.51
2026-06-25,TICK0185,276.46
2026-06-25,TICK0186,223.89
2026-06-25,TICK0187,222.73
2026-06-25,TICK0188,478.28
2026-06-25,TICK0189,96.79
2026-06-25,TICK0190,40.14
2026-06-25,TICK0191,146.49
2026-06-25,TICK0192,326.73
2026-06-25,TICK0193,301.89
2026-06-25,TICK0194,499.59
2026-06-25,TICK0195,10.35
2026-06-25,TICK0196,334.26
2026-06-25,TICK0197,185.98
2026-06-25,TICK0198,192.85
2026-06-25,TICK0199,155.39
2026-06-25,TICK0200,450.79
2026-06-26,TICK0001,195.07
2026-06-26,TICK0002,441.17
2026-06-26,TICK0003,367.82
2026-06-26,TICK0004,62.73
2026-06-26,TICK0005,318.82
2026-06-26,TICK0006,52.74
2026-06-26,TICK0007,477.82
2026-06-26,TICK0008,396.82
2026-06-26,TICK0009,204.43
2026-06-26,TICK0010,302.17
2026-06-26,TICK0011,437.12
2026-06-26,TICK0012,394.12
2026-06-26,TICK0013,246.72
2026-06-26,TICK0014,435.5
2026-06-26,TICK0015,445.48
2026-06-26,TICK0016,344.29
2026-06-26,TICK0017,56.28
2026-06-26,TICK0018,277.8
2026-06-26,TICK0019,484.78
2026-06-26,TICK0020,181.67
2026-06-26,TICK0021,246.04
2026-06-26,TICK0022,220.6
2026-06-26,TICK0023,431.74
2026-06-26,TICK0024,194.65
2026-06-26,TICK0025,345.69
2026-06-26,TICK0026,405.13
2026-06-26,TICK0027,473.53
2026-06-26,TICK0028,60.39
2026-06-26,TICK0029,124.47
2026-06-26,TICK0030,459.05
2026-06-26,TICK0031,155.1
2026-06-26,TICK0032,25.73
2026-06-26,TICK0033,385.06
2026-06-26,TICK0034,431.4
2026-06-26,TICK0035,244.03
2026-06-26,TICK0036,418.52
2026-06-26,TICK0037,109.85
2026-06-26,TICK0038,389.85
2026-06-26,TICK0039,482.19
2026-06-26,TICK0040,299.22
2026-06-26,TICK0041,467.33
2026-06-26,TICK0042,467.9
2026-06-26,TICK0043,463.13
2026-06-26,TICK0044,251.66
2026-06-26,TICK0045,19.14
2026-06-26,TICK0046,271.86
2026-06-26,TICK0047,407.13
2026-06-26,TICK0048,373.24
2026-06-26,TICK0049,452.83
2026-06-26,TICK0050,358.14
2026-06-26,TICK0051,230.01
2026-06-26,TICK0052,273.87
2026-06-26,TICK0053,40.99
2026-06-26,TICK0054,329.67
2026-06-26,TICK0055,410.71
2026-06-26,TICK0056,430.33
2026-06-26,TICK0057,383.31
2026-06-26,TICK0058,218.96
2026-06-26,TICK0059,301.41
2026-06-26,TICK0060,326.14
2026-06-26,TICK0061,71.25
2026-06-26,TICK0062,45.2
2026-06-26,TICK0063,278.82
2026-06-26,TICK0064,435.58
2026-06-26,TICK0065,447.24
2026-06-26,TICK0066,40.63
2026-06-26,TICK0067,416.43
2026-06-26,TICK0068,368.57
2026-06-26,TICK0069,79.05
2026-06-26,TICK0070,137.95
2026-06-26,TICK0071,133.95
2026-06-26,TICK0072,316.55
2026-06-26,TICK0073,205.78
2026-06-26,TICK0074,98.3
2026-06-26,TICK0075,189.99
2026-06-26,TICK0076,514.9
2026-06-26,TICK0077,356.2
2026-06-26,TICK0078,144.56
2026-06-26,TICK0079,161.41
2026-06-26,TICK0080,53.67
2026-06-26,TICK0081,403.05
2026-06-26,TICK0082,265.87
2026-06-26,TICK0083,258.89
2026-06-26,TICK0084,80.37
2026-06-26,TICK0085,475.87
2026-06-26,TICK0086,107.65
2026-06-26,TICK0087,164.74
2026-06-26,TICK0088,488.55
2026-06-26,TICK0089,242.78
2026-06-26,TICK0090,295.61
2026-06-26,TICK0091,163.12
2026-06-26,TICK0092,426.36
2026-06-26,TICK0093,117.61
2026-06-26,TICK0094,28.99
2026-06-26,TICK0095,97.28
2026-06-26,TICK0096,47.61
2026-06-26,TICK0097,259.47
2026-06-26,TICK0098,182.2
2026-06-26,TICK0099,92.35
2026-06-26,TICK0100,444.81
2026-06-26,TICK0101,372.54
2026-06-26,TICK0102,294.25
2026-06-26,TICK0103,368.63
2026-06-26,TICK0104,301.93
2026-06-26,TICK0105,345.26
2026-06-26,TICK0106,203.35
2026-06-26,TICK0107,141.09
2026-06-26,TICK0108,444.63
2026-06-26,TICK0109,344.79
2026-06-26,TICK0110,39.69
2026-06-26,TICK0111,420.26
2026-06-26,TICK0112,192.05
2026-06-26,TICK0113,195.57
2026-06-26,TICK0114,201.03
2026-06-26,TICK0115,206.66
2026-06-26,TICK0116,218.5
2026-06-26,TICK0117,212.87
2026-06-26,TICK0118,159.12
2026-06-26,TICK0119,133.34
2026-06-26,TICK0120,425.59
2026-06-26,TICK0121,178.59
2026-06-26,TICK0122,10.16
2026-06-26,TICK0123,167.79
2026-06-26,TICK0124,142.68
2026-06-26,TICK0125,42.26
2026-06-26,TICK0126,447.66
2026-06-26,TICK0127,181.82
2026-06-26,TICK0128,231.89
2026-06-26,TICK0129,106.38
2026-06-26,TICK0130,398.43
2026-06-26,TICK0131,226.34
2026-06-26,TICK0132,17.79
2026-06-26,TICK0133,83.05
2026-06-26,TICK0134,510.05
2026-06-26,TICK0135,348.84
2026-06-26,TICK0136,374.25
2026-06-26,TICK0137,139.52
2026-06-26,TICK0138,351.01
2026-06-26,TICK0139,52.87
2026-06-26,TICK0140,363.67
2026-06-26,TICK0141,14.63
2026-06-26,TICK0142,472.11
2026-06-26,TICK0143,64.54
2026-06-26,TICK0144,304.02
2026-06-26,TICK0145,273.56
2026-06-26,TICK0146,418.75
2026-06-26,TICK0147,449.2
2026-06-26,TICK0148,401.26
2026-06-26,TICK0149,489.16
2026-06-26,TICK0150,277.01
2026-06-26,TICK0151,398.78
2026-06-26,TICK0152,268.8
2026-06-26,TICK0153,118.33
2026-06-26,TICK0154,18.99
2026-06-26,TICK0155,274.63
2026-06-26,TICK0156,237.85
2026-06-26,TICK0157,358.23
2026-06-26,TICK0158,49.63
2026-06-26,TICK0159,277.84
2026-06-26,TICK0160,68.84
2026-06-26,TICK0161,350.01
2026-06-26,TICK0162,358.76
2026-06-26,TICK0163,379.01
2026-06-26,TICK0164,291.0
2026-06-26,TICK0165,463.85
2026-06-26,TICK0166,492.32
2026-06-26,TICK0167,256.92
2026-06-26,TICK0168,358.98
2026-06-26,TICK0169,366.46
2026-06-26,TICK0170,312.55
2026-06-26,TICK0171,351.82
2026-06-26,TICK0172,386.25
2026-06-26,TICK0173,243.58
2026-06-26,TICK0174,52.53
2026-06-26,TICK0175,57.04
2026-06-26,TICK0176,294.92
2026-06-26,TICK0177,446.67
2026-06-26,TICK0178,55.35
2026-06-26,TICK0179,152.99
2026-06-26,TICK0180,362.53
2026-06-26,TICK0181,401.15
2026-06-26,TICK0182,334.62
2026-06-26,TICK0183,453.46
2026-06-26,TICK0184,397.91
2026-06-26,TICK0185,274.58
2026-06-26,TICK0186,216.93
2026-06-26,TICK0187,221.66
2026-06-26,TICK0188,477.2
2026-06-26,TICK0189,93.65
2026-06-26,TICK0190,39.9
2026-06-26,TICK0191,147.0
2026-06-26,TICK0192,332.14
2026-06-26,TICK0193,305.78
2026-06-26,TICK0194,506.12
2026-06-26,TICK0195,10.63
2026-06-26,TICK0196,336.33
2026-06-26,TICK0197,187.1
2026-06-26,TICK0198,193.28
2026-06-26,TICK0199,156.32
2026-06-26,TICK0200,452.62
2026-06-29,TICK0001,193.41
2026-06-29,TICK0002,432.47
2026-06-29,TICK0003,373.26
2026-06-29,TICK0004,62.74
2026-06-29,TICK0005,327.05
2026-06-29,TICK0006,51.81
2026-06-29,TICK0007,485.41
2026-06-29,TICK0008,394.01
2026-06-29,TICK0009,207.37
2026-06-29,TICK0010,311.9
2026-06-29,TICK0011,437.29
2026-06-29,TICK0012,389.95
2026-06-29,TICK0013,241.39
2026-06-29,TICK0014,428.61
2026-06-29,TICK0015,452.13
2026-06-29,TICK0016,347.53
2026-06-29,TICK0017,55.96
2026-06-29,TICK0018,274.67
2026-06-29,TICK0019,480.55
2026-06-29,TICK0020,182.2
2026-06-29,TICK0021,252.67
2026-06-29,TICK0022,219.88
